Datum;Stand Willem Loresluis;Stand Driewegsluis
19051010;500;493
19051011;500;498
19051012;500;498
19051013;500;507
19051014;500;494
19051015;500;497
19051016;500;498
19051017;500;500
19051018;500;495
19051019;500;498
19051020;500;498
19051021;500;498
19051022;500;497
19051023;500;504
19051024;500;496
19051025;500;506
19051026;500;506
19051027;500;497
19051028;500;496
19051029;500;506
19051030;500;506
19051031;500;499
19051101;500;504
19051102;500;507
19051103;500;501
19051104;500;502
19051105;500;495
19051106;500;496
19051107;500;493
19051108;500;494
19051109;500;505
19051110;500;500
19051111;500;507
19051112;500;501
19051113;500;501
19051114;500;498
19051115;500;495
19051116;500;504
19051117;500;506
19051118;500;499
19051119;500;499
19051120;500;507
19051121;500;503
19051122;500;497
19051123;500;507
19051124;500;497
19051125;500;496
19051126;500;499
19051127;500;507
19051128;500;496
19051129;500;501
19051130;500;503
19051201;500;500
19051202;500;503
19051203;500;502
19051204;500;506
19051205;500;507
19051206;500;501
19051207;500;499
19051208;500;504
19051209;500;504
19051210;500;505
19051211;500;504
19051212;500;504
19051213;500;493
19051214;500;501
19051215;500;497
19051216;500;496
19051217;500;493
19051218;500;500
19051219;500;499
19051220;500;502
19051221;500;495
19051222;500;501
19051223;500;503
19051224;500;507
19051225;500;503
19051226;500;506
19051227;500;498
19051228;500;504
19051229;500;498
19051230;500;499
19051231;500;498
19910527;497,58;498,9
19760422;495,16;498,9
19910526;492,74;498,9
19910911;490,32;504,9
19910912;488;503
19910913;485,68;504
19910914;483,36;504
19760421;480,94;501,9
19910525;478,52;498,9
19910910;476,1;501,9
19860721;473,68;501,9
19760418;471,26;499,9
19760419;468,94;502
19760420;466,62;502
19910520;464,2;499,9
19910521;461,88;503
19910522;459,56;497
19910523;457,24;504
19910524;454,92;503
19910907;452,5;494,9
19910908;450,18;496
19910909;447,86;505
19760508;445,44;503,9
19760509;443,12;504
19760510;440,8;501
19760511;438,48;499
19860720;436,06;497,9
19760417;433,64;498,9
19910517;431,22;499,9
19910518;428,9;498
19910519;426,58;503
19220513;424,26;501
19220514;421,94;498
19220515;419,62;495
19220516;417,3;502
19211118;414,98;496
19211119;412,66;502
19211120;410,34;496
19211121;408,02;497
19211122;405,7;500
19211123;403,38;499
19211124;401,06;498
19211125;398,74;502
19211126;396,42;503
19211127;394,1;504
19211128;391,78;501
19211129;389,46;496
19211130;387,14;495
19211201;384,82;497
19211202;382,5;504
19211203;380,18;501
19211204;377,86;497
19211205;375,54;497
19471107;373,22;504
19471108;370,9;497
19540420;368,58;496
19540421;366,26;502
19540422;363,94;498
19540423;361,62;504
19560323;359,3;496
19560324;356,98;505
19560325;354,66;505
19560326;352,34;495
19560327;350,02;501
19560328;347,7;498
19560329;345,38;499
19570503;343,06;496
19900727;340,64;494,9
19230213;338,32;503
19230214;336;500
19230215;333,68;498
19371106;331,36;500
19371107;329,04;498
19760505;326,62;495,9
19760506;324,3;495
19760507;321,98;495
19110424;319,66;497
19110425;317,34;505
19860718;314,92;502,9
19860719;312,6;501
19910511;310,18;504,9
19910512;307,86;505
19220411;305,54;499
19760827;303,12;504,9
19781112;300,7;501,9
19300607;298,38;504
19300608;296,06;505
19300609;293,74;497
19300610;291,42;496
19300611;289,1;498
19300426;286,78;502
19300427;284,46;500
19300428;282,14;497
19300429;279,82;500
19300430;277,5;497
19300501;275,18;498
19300502;272,86;498
19300503;270,54;504
19490216;268,22;499
19490217;265,9;501
19490218;263,58;503
19770709;261,16;500,9
19770710;258,84;499
19770711;256,52;497
19770712;254,2;504
19770713;251,88;503
19760415;249,46;497,9
19760416;247,14;495
19440720;244,82;505
19440426;242,5;502
19440427;240,18;502
19780530;237,76;500,9
19780531;235,44;498
19780601;233,12;498
19800526;230,8;499
19800527;228,48;505
19860225;226,06;504,9
19860226;223,74;504
19860227;221,42;504
19860228;219,1;496
19860301;216,78;498
19860302;214,46;503
19860303;212,14;500
19470824;209,92;496,1
19470825;207,6;495
19540424;205,38;497,1
19560330;203,16;499,1
19600328;200,84;503
19600329;198,52;498
19600330;196,2;497
19600331;193,88;497
19900718;191,56;496
19900719;189,24;499
19900720;186,92;496
19900721;184,6;505
19900722;182,28;495
19900723;179,96;500
19900724;177,64;503
19900725;175,32;498
19900726;173;497
19210530;170,68;503
19210219;168,36;501
19371108;166,14;495,1
19850322;163,72;503,9
19860715;161,4;496
19860716;159,08;501
19860717;156,76;504
19910510;154,34;503,9
19230327;152,02;496
19230328;149,7;504
19230329;147,38;500
19230330;145,06;504
19230331;142,74;496
19230401;140,42;497
19230402;138,1;504
19230403;135,78;502
19230404;133,46;498
19230405;131,14;501
19230406;128,82;505
19211008;126,5;497
19760826;124,08;502,9
19781111;121,66;500,9
19861017;119,34;503
19860528;116,92;495,9
19290307;114,7;498,1
19290308;112,38;498
19290309;110,06;496
19290310;107,74;499
19290311;105,42;497
19440308;103,1;504
19440309;100,78;504
19470919;98,46;496
19470920;96,14;501
19590924;93,82;495
19590925;91,5;503
19590926;89,18;497
19770703;86,76;499,9
19770704;84,44;499
19770705;82,12;496
19770706;79,8;505
19770707;77,48;501
19770708;75,16;500
19920701;72,74;503,9
19960924;70,42;502
19960925;68,1;503
19440428;65,88;499,1
19440429;63,56;497
19440430;61,24;505
19440501;58,92;498
19440502;56,6;499
19550829;54,28;504
19600425;51,96;498
19780526;49,54;494,9
19780527;47,22;500
19780528;44,9;503
19780529;42,58;495
19090304;40,46;503,2
19860224;38,04;502,9
19211206;35,92;498,2
19211207;33,6;501
19470826;31,38;500,1
19470827;29,06;496
19540425;26,84;499,1
19540426;24,52;505
19540427;22,2;500
19540428;19,88;495
19540429;17,56;505
19560331;15,34;501,1
19560401;13,02;502
19560402;10,7;505
19570504;8,58;495,2
19600401;6,36;496,1
19600402;4,04;498
19590823;1,72;503
19210220;1,82;505,1
19380426;1,82;498
19380427;1,82;495
19380428;1,82;503
19780611;1,82;502
19850321;1,72;501,9
19910509;1,72;495
19230115;1,72;502
19211009;1,82;505,1
19211010;1,82;504
19290626;1,82;503
19410609;1,92;497,1
19490518;2,12;495,2
19490519;2,12;500
19540507;2,12;498
19540508;2,12;498
19540509;2,12;504
19540510;2,12;497
19760820;2,02;503,9
19760821;2,02;501
19760822;2,02;497
19760823;2,02;496
19760824;2,02;500
19760825;2,02;502
19760716;1,92;503,9
19781110;1,82;495,9
19780917;1,72;503,9
19780918;1,72;502
19860524;1,62;496,9
19860525;1,62;504
19860526;1,62;499
19860527;1,62;497
19290419;1,62;499
19290420;1,62;500
19290421;1,62;505
19290422;1,62;497
19300612;1,82;505,2
19300613;1,82;500
19300614;1,82;495
19300615;1,82;497
19300616;1,82;500
19300617;1,82;498
19300618;1,82;502
19300619;1,82;503
19300620;1,82;504
19300621;1,82;495
19300504;2,02;500,2
19300505;2,02;502
19590927;2,12;495,1
19590928;2,12;496
19590929;2,12;501
19590930;2,12;501
19591001;2,12;505
19591002;2,12;504
19591003;2,12;499
19591004;2,12;499
19591005;2,12;495
19591006;2,12;496
19591007;2,12;496
19591008;2,12;495
19591009;2,12;498
19591010;2,12;503
19591011;2,12;495
19591012;2,12;497
19591013;2,12;500
19591014;2,12;503
19591015;2,12;498
19591016;2,12;500
19591017;2,12;496
19770702;2,22;501,1
19820929;2,22;503
19850518;2,22;503
19910528;2,92;501,7
19910529;0,6;503
19910530;0,6;505
19910531;0,6;499
19910601;0,6;502
19910602;0,6;503
19910221;0,5;497,9
19221213;0,5;496
19221214;0,5;504
19290902;0,6;502,1
19290903;0,6;503
19290904;0,6;501
19290905;0,6;503
19290906;0,6;496
19550830;0,7;503,1
19550831;0,7;499
19760412;0,6;494,9
19760413;0,6;501
19090418;0,6;499
19090419;0,6;502
19830902;0,5;500,9
19850717;0,5;495
19850222;0,6;495,1
19860223;0,5;498,9
19220517;0,8;502,3
19220518;0,8;502
19211208;0,9;501,1
19210724;0,9;498
19210725;0,9;505
19210726;0,9;501
19980227;0,8;498,9
19280722;0,8;495
19330428;0,8;504
19440508;0,8;496
19440509;0,8;499
19440510;0,8;505
19440511;0,8;502
19440512;0,8;499
19440513;0,8;504
19470828;0,9;502,1
19470829;0,9;498
19470830;0,9;499
19470831;0,9;501
19470901;0,9;495
19540430;1;499,1
19590824;1,1;501,1
19590825;1,1;499
19960915;1;500,9
19960916;1;499
19960917;1;501
19960918;1;497
19960919;1;501
19960920;1;496
19960921;1;505
19220614;1;501
19220615;1;498
19220616;1;500
19220617;1;495
19220618;1;499
19220619;1;499
19220620;1;499
19220621;1;504
19220622;1;499
19210531;1,2;495,2
19210601;1,2;501
19970313;1,2;496
19531204;1,2;500
19531205;1,2;504
19531206;1,2;500
19531207;1,2;503
19531208;1,2;497
19640804;1,2;495
19640805;1,2;505
19760719;1,1;498,9
19780614;1;499,9
19780615;1;502
19110525;1;495
19110526;1;498
19110527;1;500
19230407;1,2;499,2
19230408;1,2;498
19221116;1,3;498,1
19211011;1,4;505,1
19211012;1,4;502
19210406;1,4;496
19210407;1,4;500
19210408;1,4;504
19440709;1,7;504,3
19470630;1,7;503
19490520;1,8;500,1
19490521;1,8;502
19490522;1,8;496
19490523;1,8;503
19600502;1,9;504,1
19600503;1,9;500
19600504;1,9;495
19600505;1,9;497
19600506;1,9;505
19600507;1,9;503
19600508;1,9;495
19600509;1,9;497
19600510;1,9;504
19600511;1,9;500
19781109;1,8;494,9
19800613;1,7;500,9
19910317;1,6;502,9
19910318;1,6;500
19920219;1,8;496,2
19920222;1,7;504,9
19180708;1,7;498
19230112;1,7;499
19290423;1,8;497,1
19300407;1,9;502,1
19300408;1,9;495
19300409;1,9;496
19300410;1,9;495
19300411;1,9;498
19340611;1,9;505
19340612;1,9;498
19340613;1,9;501
19340614;1,9;495
19340615;1,9;496
19340616;1,9;497
19340617;1,9;501
19340618;1,9;495
19371221;1,9;504
19490617;1,9;499
19490219;2,2;499,3
19540524;2,3;495,1
19540525;2,3;501
19540526;2,3;497
19540527;2,3;504
19540528;2,3;505
19591210;2,4;503,1
19591211;0,08;502
19591212;0,08;505
19591213;0,08;505
19770717;-0,02;502,9
19850302;0,18;504,2
19910220;0,08;502,9
19920806;-0,02;500,9
19920807;-0,02;496
19440225;-0,02;498
19440226;-0,02;502
19440227;-0,02;505
19470804;0,08;501,1
19760411;-0,02;500,9
19090305;0,18;502,2
19090306;0,18;495
19170504;0,18;498
19170505;0,18;498
19170506;0,18;499
19170507;0,18;498
19280723;0,28;501,1
19290218;0,28;500
19290219;0,28;497
19290220;0,28;499
19290221;0,28;495
19290222;0,28;495
19300423;0,28;498
19330602;0,28;503
19330603;0,28;505
19330604;0,28;495
19330605;0,28;496
19330606;0,28;502
19330607;0,28;503
19330608;0,28;497
19330429;0,38;501,1
19431014;0,68;503,3
19470902;0,78;501,1
19540501;0,88;501,1
19600403;1,08;502,2
19590826;1,18;497,1
19590827;1,18;505
19110803;1,18;505
19861008;1,18;503
19861009;1,18;505
19861010;1,18;500
19900525;1,08;502,9
19900526;1,08;495
19900527;1,08;505
19900528;1,08;499
19900529;1,08;499
19900530;1,08;503
19900531;1,08;496
19210221;1,28;495,2
19210222;1,28;502
19210223;1,28;501
19210224;1,28;499
19210225;1,28;501
19300415;1,28;497
19531105;1,48;499,2
19640806;1,58;497,1
19760718;1,48;502,9
19780613;1,38;497,9
19090613;1,38;495
19211217;1,38;504
19211013;1,48;498,1
19290627;1,68;499,2
19290628;1,68;501
19290629;1,68;495
19290630;1,68;499
19781108;1,58;501,9
19800612;1,58;504
19910316;1,48;494,9
19920309;1,38;504,9
19920220;1,48;503,1
19920221;1,48;499
19960731;1,38;497,9
19960801;1,38;496
19960802;1,38;500
19960803;1,38;495
19960804;1,38;496
19960805;1,38;500
19970130;1,28;498,9
19240701;1,28;504
19290312;1,58;503,3
19380104;1,78;498,2
19380105;1,78;503
19440310;2,08;505,3
19490503;2,08;501
19540314;2,08;504
19540315;2,08;495
19540316;2,08;504
19540317;2,08;502
19770714;2,48;501,4
19770715;0,16;496
19770716;0,16;500
19800605;0,16;504
19800606;0,16;500
19920804;0,56;502,4
19920805;0,56;505
19210512;0,56;501
19210513;0,56;505
19210514;0,56;505
19210515;0,56;501
19290719;0,56;502
19290720;0,56;499
19290721;0,56;505
19290722;0,56;503
19290723;0,56;495
19290724;0,56;501
19290725;0,56;496
19290726;0,56;500
19290727;0,56;499
19440228;0,66;505,1
19440229;0,66;498
19490730;1,06;501,4
19550901;1,26;504,2
19760410;1,16;502,9
19781101;1,06;496,9
19850228;0,96;495,9
19910304;0,86;501,9
19960909;0,76;504,9
19340707;0,76;501
19340708;0,76;501
19340709;0,76;499
19340710;0,76;503
19340711;0,76;502
19331213;0,76;504
19331214;0,76;502
19420629;0,76;502
19470903;0,86;505,1
19490727;0,86;504
19490728;0,86;498
19600404;0,96;495,1
19600405;0,96;505
19600406;0,96;502
19591206;0,96;495
19900523;0,96;496
19900524;0,96;499
19210703;0,96;501
19210704;0,96;505
19210705;0,96;501
19340725;0,96;503
19490125;1,46;503,5
19490126;1,46;499
19490127;1,46;500
19531216;1,56;496,1
19590723;1,56;503
19590724;1,56;503
19590725;1,56;498
19590726;1,56;497
19780612;1,86;495,3
19781203;1,86;496
19110511;1,86;497
19210731;1,86;505
19210801;1,86;498
19210802;1,86;495
19210803;1,86;504
19371226;2,06;504,2
19371227;2,06;503
19420503;2,06;501
19420504;2,06;500
19471024;2,06;501
19471025;2,06;500
19471026;2,06;495
19471027;2,06;501
19471028;2,06;498
19471029;2,06;504
19471030;2,06;500
19471031;2,06;499
19471101;2,06;505
19471102;2,06;495
19531117;2,06;503
19761018;1,96;497,9
19781107;1,86;495,9
19110727;1,86;498
19910315;1,76;495,9
19920308;1,66;494,9
19960730;1,56;498,9
19970129;1,46;497,9
19970202;1,36;501,9
19970203;1,36;503
19331229;1,36;500
19331230;1,36;503
19331231;1,36;499
19340101;1,36;503
19340102;1,36;500
19380410;1,36;500
19380411;1,36;495
19380412;1,36;502
19371222;1,56;504,2
19390628;1,96;505,4
19400602;1,96;502
19400603;1,96;505
