Datum,Etmaalsom neerslag,Hoogste uursom neerslag,Etmaalgemiddelde temperatuur,Etmaalgemiddelde windsnelheid
1904-02-14,,,50,  108
1904-02-15,,,35,   62
1904-02-16,,,22,   57
1904-02-17,,,28,  103
1904-02-18,,,20,   72
1904-02-19,,,31,   57
1904-02-20,,,62,   87
1904-02-21,,,87,   87
1904-02-22,,,56,   93
1904-02-23,,,10,   41
1904-02-24,,,-1,   41
1904-02-25,,,-5,   41
1904-02-26,,,-13,   21
1904-02-27,,,-23,   36
1904-02-28,,,-35,   51
1904-02-29,,,-33,   46
1904-03-01,,,-16,   36
1904-03-02,,,12,   72
1904-03-03,,,5,   57
1904-03-04,,,12,   41
1904-03-05,,,18,   51
1904-03-06,,,13,   57
1904-03-07,,,34,   57
1904-03-08,,,76,   41
1904-03-09,,,84,   41
1904-03-10,,,32,   87
1904-03-11,,,25,   72
1904-03-12,,,23,   31
1904-03-13,,,7,   36
1904-03-14,,,32,   36
1904-03-15,,,25,   51
1904-03-16,,,6,   31
1904-03-17,,,38,   46
1904-03-18,,,46,   21
1904-03-19,,,47,   31
1904-03-20,,,73,   57
1904-03-21,,,91,   46
1904-03-22,,,61,   51
1904-03-23,,,51,   98
1904-03-24,,,41,   67
1904-03-25,,,36,   46
1904-03-26,,,47,   36
1904-03-27,,,46,   46
1904-03-28,,,55,   41
1904-03-29,,,61,   82
1904-03-30,,,35,   46
1904-03-31,,,47,   31
1904-04-01,,,68,   77
1904-04-02,,,64,   57
1904-04-03,,,80,   82
1904-04-04,,,69,   77
1904-04-05,,,74,   77
1904-04-06,,,90,  103
1904-04-07,,,68,   87
1904-04-08,,,79,   62
1904-04-09,,,86,   62
1904-04-10,,,71,   93
1904-04-11,,,64,   67
1904-04-12,,,77,   62
1904-04-13,,,116,   57
1904-04-14,,,146,   57
1904-04-15,,,179,   72
1904-04-16,,,126,   41
1904-04-17,,,113,   31
1904-04-18,,,119,   51
1904-04-19,,,123,   57
1904-04-20,,,125,   57
1904-04-21,,,118,   57
1904-04-22,,,93,   51
1904-04-23,,,106,   41
1904-04-24,,,93,   36
1904-04-25,,,80,   67
1904-04-26,,,58,   41
1904-04-27,,,75,   46
1904-04-28,,,100,   51
1904-04-29,,,103,   62
1904-04-30,,,111,   51
1904-05-01,,,119,   31
1904-05-02,,,102,   98
1904-05-03,,,88,   62
1904-05-04,,,84,   67
1904-05-05,,,96,   36
1904-05-06,,,87,   46
1904-05-07,,,81,   82
1904-05-08,,,81,   41
1904-05-09,,,68,   77
1904-05-10,,,83,   46
1904-05-11,,,77,   46
1904-05-12,,,90,   36
1904-05-13,,,136,   36
1904-05-14,,,157,   57
1904-05-15,,,123,   36
1904-05-16,,,141,   31
1904-05-17,,,161,   67
1904-05-18,,,116,   51
1904-05-19,,,90,   67
1904-05-20,,,88,   51
1904-05-21,,,83,   36
1904-05-22,,,110,   36
1904-05-23,,,108,   31
1904-05-24,,,129,   36
1904-05-25,,,174,   41
1904-05-26,,,201,   31
1904-05-27,,,178,   46
1904-05-28,,,150,   36
1904-05-29,,,126,   21
1904-05-30,,,175,   51
1904-05-31,,,170,   67
1904-06-01,,,138,   36
1904-06-02,,,137,   26
1904-06-03,,,131,   46
1904-06-04,,,135,   51
1904-06-05,,,172,   46
1904-06-06,,,169,   51
1904-06-07,,,134,   57
1904-06-08,,,128,   46
1904-06-09,,,143,   51
1904-06-10,,,129,   31
1904-06-11,,,144,   26
1904-06-12,,,137,   57
1904-06-13,,,137,   21
1904-06-14,,,181,   41
1904-06-15,,,152,   51
1904-06-16,,,156,   57
1904-06-17,,,152,   36
1904-06-18,,,140,   57
1904-06-19,,,137,   46
1904-06-20,,,154,   31
1904-06-21,,,134,   57
1904-06-22,,,126,   46
1904-06-23,,,141,   36
1904-06-24,,,164,   36
1904-06-25,,,124,   87
1904-06-26,,,121,   51
1904-06-27,,,116,   57
1904-06-28,,,120,   51
1904-06-29,,,122,   36
1904-06-30,,,149,   31
1904-07-01,,,156,   46
1904-07-02,,,143,   46
1904-07-03,,,138,   51
1904-07-04,,,145,   41
1904-07-05,,,152,   46
1904-07-06,,,171,   31
1904-07-07,,,166,   36
1904-07-08,,,178,   26
1904-07-09,,,167,   36
1904-07-10,,,160,   41
1904-07-11,,,160,   51
1904-07-12,,,186,   46
1904-07-13,,,187,   36
1904-07-14,,,197,   31
1904-07-15,,,237,   51
1904-07-16,,,199,   31
1904-07-17,,,198,   26
1904-07-18,,,162,   46
1904-07-19,,,144,   36
1904-07-20,,,152,   31
1904-07-21,,,163,   26
1904-07-22,,,172,   21
1904-07-23,,,188,   31
1904-07-24,,,203,   41
1904-07-25,,,207,   41
1904-07-26,,,174,   41
1904-07-27,,,159,   26
1904-07-28,,,167,   41
1904-07-29,,,178,   21
1904-07-30,,,205,   31
1904-07-31,,,199,   41
1904-08-01,,,182,   31
1904-08-02,,,185,   36
1904-08-03,,,203,   36
1904-08-04,,,231,   41
1904-08-05,,,190,   41
1904-08-06,,,168,   51
1904-08-07,,,164,   51
1904-08-08,,,158,   36
1904-08-09,,,138,   36
1904-08-10,,,139,   26
1904-08-11,,,142,   31
1904-08-12,,,136,   57
1904-08-13,,,148,   26
1904-08-14,,,173,   57
1904-08-15,,,168,   87
1904-08-16,,,148,   41
1904-08-17,,,154,   31
1904-08-18,,,131,   87
1904-08-19,,,138,   46
1904-08-20,,,131,   31
1904-08-21,,,123,   26
1904-08-22,,,142,   41
1904-08-23,,,141,   62
1904-08-24,,,131,   36
1904-08-25,,,129,   41
1904-08-26,,,135,   57
1904-08-27,,,148,   36
1904-08-28,,,152,   26
1904-08-29,,,167,   36
1904-08-30,,,193,   57
1904-08-31,,,162,   31
1904-09-01,,,155,   31
1904-09-02,,,148,   36
1904-09-03,,,133,   41
1904-09-04,,,129,   36
1904-09-05,,,149,   51
1904-09-06,,,171,   67
1904-09-07,,,147,   46
1904-09-08,,,128,   36
1904-09-09,,,141,   46
1904-09-10,,,127,   41
1904-09-11,,,115,   36
1904-09-12,,,119,   41
1904-09-13,,,134,   31
1904-09-14,,,125,   31
1904-09-15,,,131,   31
1904-09-16,,,128,   31
1904-09-17,,,125,   51
1904-09-18,,,124,   57
1904-09-19,,,101,   57
1904-09-20,,,91,   51
1904-09-21,,,93,   51
1904-09-22,,,89,   46
1904-09-23,,,105,   36
1904-09-24,,,103,   31
1904-09-25,,,91,   15
1904-09-26,,,92,   21
1904-09-27,,,107,   26
1904-09-28,,,118,   46
1904-09-29,,,123,   51
1904-09-30,,,124,   26
1904-10-01,,,116,   72
1904-10-02,,,109,   21
1904-10-03,,,118,   51
1904-10-04,,,107,   26
1904-10-05,,,123,   51
1904-10-06,,,117,  103
1904-10-07,,,85,   36
1904-10-08,,,63,   46
1904-10-09,,,68,   31
1904-10-10,,,56,   36
1904-10-11,,,66,   31
1904-10-12,,,73,   36
1904-10-13,,,81,   36
1904-10-14,,,58,   41
1904-10-15,,,34,   21
1904-10-16,,,47,   31
1904-10-17,,,103,   82
1904-10-18,,,132,   46
1904-10-19,,,120,   10
1904-10-20,,,109,   10
1904-10-21,,,107,   31
1904-10-22,,,126,   36
1904-10-23,,,125,   21
1904-10-24,,,122,   26
1904-10-25,,,101,   46
1904-10-26,,,110,   72
1904-10-27,,,100,   26
1904-10-28,,,70,   36
1904-10-29,,,68,   62
1904-10-30,,,64,   46
1904-10-31,,,45,   31
1904-11-01,,,55,   21
1904-11-02,,,80,   26
1904-11-03,,,92,   51
1904-11-04,,,109,   46
1904-11-05,,,93,   41
1904-11-06,,,87,   51
1904-11-07,,,68,   51
1904-11-08,,,76,  108
1904-11-09,,,114,  118
1904-11-10,,,73,   67
1904-11-11,,,64,   57
1904-11-12,,,94,   67
1904-11-13,,,52,   21
1904-11-14,,,42,   36
1904-11-15,,,36,   36
1904-11-16,,,26,   21
1904-11-17,,,34,   21
1904-11-18,,,65,   36
1904-11-19,,,72,   46
1904-11-20,,,73,   36
1904-11-21,,,35,   46
1904-11-22,,,31,   93
1904-11-23,,,27,   98
1904-11-24,,,3,   46
1904-11-25,,,-5,   10
1904-11-26,,,10,   31
1904-11-27,,,14,   21
1904-11-28,,,7,   36
1904-11-29,,,44,   41
1904-11-30,,,65,   57
1904-12-01,,,81,   51
1904-12-02,,,72,   46
1904-12-03,,,64,   57
1904-12-04,,,72,   77
1904-12-05,,,92,   87
1904-12-06,,,77,  103
1904-12-07,,,47,   41
1904-12-08,,,27,   46
1904-12-09,,,15,   51
1904-12-10,,,45,   51
1904-12-11,,,44,   36
1904-12-12,,,26,   82
1904-12-13,,,18,   21
1904-12-14,,,23,   46
1904-12-15,,,42,   46
1904-12-16,,,73,   62
1904-12-17,,,95,   62
1904-12-18,,,77,   57
1904-12-19,,,7,   21
1904-12-20,,,14,   15
1904-12-21,,,-4,   31
1904-12-22,,,-15,   36
1904-12-23,,,5,   26
1904-12-24,,,26,   15
1904-12-25,,,26,   15
1904-12-26,,,23,   10
1904-12-27,,,8,   26
1904-12-28,,,16,   41
1904-12-29,,,69,   77
1904-12-30,,,76,  144
1904-12-31,,,5,   67
1905-01-01,,,-69,   26
1905-01-02,,,-76,   41
1905-01-03,,,-30,   57
1905-01-04,,,47,   51
1905-01-05,,,60,   62
1905-01-06,,,61,   93
1905-01-07,,,46,  113
1905-01-08,,,37,   77
1905-01-09,,,52,   98
1905-01-10,,,24,   62
1905-01-11,,,40,   82
1905-01-12,,,49,   87
1905-01-13,,,26,   41
1905-01-14,,,-12,   51
1905-01-15,,,-43,   77
1905-01-16,,,-51,   98
1905-01-17,,,16,   93
1905-01-18,,,7,   15
1905-01-19,,,-3,   26
1905-01-20,,,-17,   36
1905-01-21,,,-29,   36
1905-01-22,,,-7,   21
1905-01-23,,,-1,   36
1905-01-24,,,24,   36
1905-01-25,,,29,   67
1905-01-26,,,10,   62
1905-01-27,,,24,   46
1905-01-28,,,42,   57
1905-01-29,,,44,   62
1905-01-30,,,57,   62
1905-01-31,,,53,   98
1905-02-01,,,56,   72
1905-02-02,,,52,  113
1905-02-03,,,30,   72
1905-02-04,,,68,   82
1905-02-05,,,82,   51
1905-02-06,,,69,   57
1905-02-07,,,54,   46
1905-02-08,,,2,   21
1905-02-09,,,-1,   31
1905-02-10,,,44,   51
1905-02-11,,,24,   93
1905-02-12,,,-5,   67
1905-02-13,,,1,   36
1905-02-14,,,37,   51
1905-02-15,,,50,   41
1905-02-16,,,63,   57
1905-02-17,,,61,   62
1905-02-18,,,51,   77
1905-02-19,,,51,   77
1905-02-20,,,20,   46
1905-02-21,,,14,   57
1905-02-22,,,9,   87
1905-02-23,,,13,   67
1905-02-24,,,23,   26
1905-02-25,,,32,   46
1905-02-26,,,52,  118
1905-02-27,,,47,   98
1905-02-28,,,21,   51
1905-03-01,,,21,   51
1905-03-02,,,23,   62
1905-03-03,,,25,   77
1905-03-04,,,14,   31
1905-03-05,,,17,   46
1905-03-06,,,39,   41
1905-03-07,,,65,   57
1905-03-08,,,49,   87
1905-03-09,,,63,   87
1905-03-10,,,46,   82
1905-03-11,,,85,  123
1905-03-12,,,73,   93
1905-03-13,,,70,   93
1905-03-14,,,73,   93
1905-03-15,,,73,  118
1905-03-16,,,62,   72
1905-03-17,,,76,   57
1905-03-18,,,72,   36
1905-03-19,,,68,   36
1905-03-20,,,42,   36
1905-03-21,,,66,   67
1905-03-22,,,80,   67
1905-03-23,,,75,   57
1905-03-24,,,85,   31
1905-03-25,,,51,   26
1905-03-26,,,60,   46
1905-03-27,,,53,   67
1905-03-28,,,80,   62
1905-03-29,,,87,   72
1905-03-30,,,81,   41
1905-03-31,,,78,   62
1905-04-01,,,76,   57
1905-04-02,,,68,   77
1905-04-03,,,50,   72
1905-04-04,,,57,   57
1905-04-05,,,76,   82
1905-04-06,,,27,   87
1905-04-07,,,3,   46
1905-04-08,,,4,   41
1905-04-09,,,40,   62
1905-04-10,,,73,   41
1905-04-11,,,83,   51
1905-04-12,,,65,   26
1905-04-13,,,85,   41
1905-04-14,,,130,   57
1905-04-15,,,103,   31
1905-04-16,,,90,   62
1905-04-17,,,62,   72
1905-04-18,,,40,   57
1905-04-19,,,45,   46
1905-04-20,,,53,   57
1905-04-21,,,42,   62
1905-04-22,,,54,   77
1905-04-23,,,57,   46
1905-04-24,,,58,   57
1905-04-25,,,71,   57
1905-04-26,,,78,   36
1905-04-27,,,75,   46
1905-04-28,,,106,   67
1905-04-29,,,106,   82
1905-04-30,,,111,   77
1905-05-01,,,127,   87
1905-05-02,,,114,  103
1905-05-03,,,81,   57
1905-05-04,,,76,   36
1905-05-05,,,117,   87
1905-05-06,,,112,   67
1905-05-07,,,124,   57
1905-05-08,,,88,   36
1905-05-09,,,80,   57
1905-05-10,,,105,   31
1905-05-11,,,123,   36
1905-05-12,,,108,   51
1905-05-13,,,82,   72
1905-05-14,,,101,   57
1905-05-15,,,123,   72
1905-05-16,,,134,   67
1905-05-17,,,149,   67
1905-05-18,,,146,   67
1905-05-19,,,147,   51
1905-05-20,,,130,   51
1905-05-21,,,74,   77
1905-05-22,,,69,   72
1905-05-23,,,67,   36
1905-05-24,,,80,   26
1905-05-25,,,121,   21
1905-05-26,,,129,   31
1905-05-27,,,146,   31
1905-05-28,,,158,   31
1905-05-29,,,189,   41
1905-05-30,,,182,   31
1905-05-31,,,151,   41
1905-06-01,,,134,   36
1905-06-02,,,150,   46
1905-06-03,,,173,   31
1905-06-04,,,188,   41
1905-06-05,,,170,   51
1905-06-06,,,161,   41
1905-06-07,,,136,   36
1905-06-08,,,108,   77
1905-06-09,,,142,   41
1905-06-10,,,145,   46
1905-06-11,,,162,   51
1905-06-12,,,164,   62
1905-06-13,,,166,   57
1905-06-14,,,150,   46
1905-06-15,,,181,   41
1905-06-16,,,183,   31
1905-06-17,,,203,   31
1905-06-18,,,160,   51
1905-06-19,,,160,   31
1905-06-20,,,165,   31
1905-06-21,,,178,   51
1905-06-22,,,158,   57
1905-06-23,,,152,   62
1905-06-24,,,168,   46
1905-06-25,,,155,   41
1905-06-26,,,168,   46
1905-06-27,,,164,   36
1905-06-28,,,166,   51
1905-06-29,,,183,   36
1905-06-30,,,233,   41
1905-07-01,,,213,   31
1905-07-02,,,200,   36
1905-07-03,,,171,   41
1905-07-04,,,169,   36
1905-07-05,,,154,   46
1905-07-06,,,153,   41
1905-07-07,,,152,   31
1905-07-08,,,177,   26
1905-07-09,,,203,   36
1905-07-10,,,191,   46
1905-07-11,,,179,   36
1905-07-12,,,190,   36
1905-07-13,,,178,   46
1905-07-14,,,180,   26
1905-07-15,,,187,   36
1905-07-16,,,175,   36
1905-07-17,,,161,   36
1905-07-18,,,146,   51
1905-07-19,,,145,   62
1905-07-20,,,158,   31
1905-07-21,,,175,   26
1905-07-22,,,185,   31
1905-07-23,,,169,   46
1905-07-24,,,151,   62
1905-07-25,,,171,   41
1905-07-26,,,185,   31
1905-07-27,,,193,   31
1905-07-28,,,183,   51
1905-07-29,,,175,   31
1905-07-30,,,173,   57
1905-07-31,,,162,   36
1905-08-01,,,164,   21
1905-08-02,,,164,   36
1905-08-03,,,176,   41
1905-08-04,,,173,   57
1905-08-05,,,171,   51
1905-08-06,,,153,   36
1905-08-07,,,151,   41
1905-08-08,,,172,   31
1905-08-09,,,178,   21
1905-08-10,,,163,   41
1905-08-11,,,147,   57
1905-08-12,,,150,   41
1905-08-13,,,153,   31
1905-08-14,,,170,   41
1905-08-15,,,174,   51
1905-08-16,,,162,   67
1905-08-17,,,155,   41
1905-08-18,,,166,   46
1905-08-19,,,165,   72
1905-08-20,,,145,   51
1905-08-21,,,149,   31
1905-08-22,,,171,   26
1905-08-23,,,146,   77
1905-08-24,,,137,   46
1905-08-25,,,146,   36
1905-08-26,,,160,   36
1905-08-27,,,139,   62
1905-08-28,,,132,   62
1905-08-29,,,140,   67
1905-08-30,,,146,   62
1905-08-31,,,139,   46
1905-09-01,,,133,   41
1905-09-02,,,141,   57
1905-09-03,,,155,   67
1905-09-04,,,157,   46
1905-09-05,,,162,   46
1905-09-06,,,177,   41
1905-09-07,,,166,   57
1905-09-08,,,136,   62
1905-09-09,,,139,   82
1905-09-10,,,152,   72
1905-09-11,,,137,   46
1905-09-12,,,127,   26
1905-09-13,,,115,   21
1905-09-14,,,112,   31
1905-09-15,,,114,   36
1905-09-16,,,99,   36
1905-09-17,,,117,   41
1905-09-18,,,117,   46
1905-09-19,,,125,   31
1905-09-20,,,128,   46
1905-09-21,,,123,   36
1905-09-22,,,105,   51
1905-09-23,,,102,   51
1905-09-24,,,92,   57
1905-09-25,,,99,   26
1905-09-26,,,119,   26
1905-09-27,,,115,   31
1905-09-28,,,112,   21
1905-09-29,,,126,   31
1905-09-30,,,105,   67
1905-10-01,,,97,   46
1905-10-02,,,81,   46
1905-10-03,,,83,   51
1905-10-04,,,100,   77
1905-10-05,,,92,   82
1905-10-06,,,86,  103
1905-10-07,,,77,   57
1905-10-08,,,68,   41
1905-10-09,,,100,   67
1905-10-10,,,92,   41
1905-10-11,,,80,   31
1905-10-12,,,90,   21
1905-10-13,,,81,   62
1905-10-14,,,60,   57
1905-10-15,,,81,   67
1905-10-16,,,58,   41
1905-10-17,,,63,   46
1905-10-18,,,48,   26
1905-10-19,,,26,   26
1905-10-20,,,36,   31
1905-10-21,,,48,   41
1905-10-22,,,36,   51
1905-10-23,,,30,   26
1905-10-24,,,1,   15
1905-10-25,,,19,   31
1905-10-26,,,-9,   36
1905-10-27,,,64,   62
1905-10-28,,,75,   41
1905-10-29,,,81,   67
1905-10-30,,,90,   82
1905-10-31,,,85,   87
1905-11-01,,,87,   67
1905-11-02,,,84,   41
1905-11-03,,,72,   36
1905-11-04,,,75,   51
1905-11-05,,,90,   57
1905-11-06,,,78,   62
1905-11-07,,,58,   31
1905-11-08,,,63,   21
1905-11-09,,,42,   21
1905-11-10,,,36,   31
1905-11-11,,,40,   77
1905-11-12,,,45,   41
1905-11-13,,,51,   62
1905-11-14,,,32,   62
1905-11-15,,,15,   51
1905-11-16,,,-5,   36
1905-11-17,,,-4,   31
1905-11-18,,,-11,   31
1905-11-19,,,-8,   51
1905-11-20,,,8,   36
1905-11-21,,,-15,   21
1905-11-22,,,-5,   46
1905-11-23,,,35,   98
1905-11-24,,,47,   51
1905-11-25,,,29,   62
1905-11-26,,,84,  103
1905-11-27,,,66,  108
1905-11-28,,,44,   77
1905-11-29,,,22,   46
1905-11-30,,,-18,   26
1905-12-01,,,-7,   26
1905-12-02,,,-8,   26
1905-12-03,,,-5,   26
1905-12-04,,,-11,   21
1905-12-05,,,3,   57
1905-12-06,,,37,   67
1905-12-07,,,83,   72
1905-12-08,,,94,   67
1905-12-09,,,44,   46
1905-12-10,,,20,   26
1905-12-11,,,-1,   31
1905-12-12,,,6,   26
1905-12-13,,,17,   36
1905-12-14,,,64,   41
1905-12-15,,,59,   41
1905-12-16,,,56,   41
1905-12-17,,,34,   31
1905-12-18,,,-8,   57
1905-12-19,,,5,   67
1905-12-20,,,45,   67
1905-12-21,,,71,   67
1905-12-22,,,67,   41
1905-12-23,,,46,   31
1905-12-24,,,10,   36
1905-12-25,,,0,   46
1905-12-26,,,8,   31
1905-12-27,,,7,   46
1905-12-28,,,24,   51
1905-12-29,,,40,   57
1905-12-30,,,3,   57
1905-12-31,,,-51,   51
1906-01-01,    0,    0,-32,   98
1906-01-02,    0,    0,-23,  103
1906-01-03,    0,    0,7,   77
1906-01-04,   36,   15,65,   72
1906-01-05,  134,   31,71,   72
1906-01-06,  136,   17,73,  108
1906-01-07,   32,   13,53,   82
1906-01-08,  104,   19,29,   51
1906-01-09,   29,   15,46,   67
1906-01-10,    1,    1,58,   72
1906-01-11,    0,    0,45,   57
1906-01-12,   28,   18,54,   87
1906-01-13,  177,   31,77,   93
1906-01-14,    0,    0,52,   72
1906-01-15,    0,    0,48,   87
1906-01-16,   12,    5,61,  103
1906-01-17,  136,   34,60,   82
1906-01-18,   85,   25,58,   98
1906-01-19,   56,   22,44,   98
1906-01-20,    5,    4,31,   62
1906-01-21,   52,   17,33,   67
1906-01-22,    0,    0,0,   51
1906-01-23,    0,    0,-28,   21
1906-01-24,    0,    0,-29,   46
1906-01-25,   50,   19,-9,   77
1906-01-26,    8,    4,28,   46
1906-01-27,    0,    0,50,   62
1906-01-28,    7,    2,60,   77
1906-01-29,   31,   14,63,   82
1906-01-30,    2,    2,49,   67
1906-01-31,    3,    2,31,   51
1906-02-01,   11,    5,37,   51
1906-02-02,    6,    2,49,   87
1906-02-03,   79,   18,15,   67
1906-02-04,    3,    1,15,   57
1906-02-05,    0,    0,-1,   46
1906-02-06,    0,    0,-6,   26
1906-02-07,    4,    2,10,   41
1906-02-08,   76,   32,12,   82
1906-02-09,   14,    4,5,   67
1906-02-10,   25,    9,1,  108
1906-02-11,   16,    4,36,  103
1906-02-12,   10,    3,17,   41
1906-02-13,    2,    2,0,   31
1906-02-14,    0,    0,6,   46
1906-02-15,    0,    0,16,   67
1906-02-16,    0,    0,36,   93
1906-02-17,  115,   12,60,   67
1906-02-18,    1,    1,50,   31
1906-02-19,   11,    5,61,   57
1906-02-20,   53,   19,34,   93
1906-02-21,   44,   11,38,   67
1906-02-22,    2,    1,21,   36
1906-02-23,    0,    0,9,   31
1906-02-24,    0,    0,2,   31
1906-02-25,   20,    8,27,   77
1906-02-26,    0,    0,41,   62
1906-02-27,    8,    3,49,   31
1906-02-28,   34,   11,31,   67
1906-03-01,   70,   17,46,   82
1906-03-02,   35,   10,27,   41
1906-03-03,    0,    0,29,   46
1906-03-04,    0,    0,45,   46
1906-03-05,    0,    0,69,   62
1906-03-06,    0,    0,105,   62
1906-03-07,    0,    0,116,   67
1906-03-08,   99,   34,87,   93
1906-03-09,   25,   18,56,  123
1906-03-10,    3,    2,25,   41
1906-03-11,   38,   10,67,   93
1906-03-12,   23,   13,29,  118
1906-03-13,    6,    6,-7,   82
1906-03-14,    3,    3,-2,   31
1906-03-15,   82,   19,44,   93
1906-03-16,   37,   15,91,   93
1906-03-17,    0,    0,102,   87
1906-03-18,    8,    8,66,   51
1906-03-19,    2,    2,36,   72
1906-03-20,    0,    0,34,   57
1906-03-21,    0,    0,13,   62
1906-03-22,    0,    0,-1,   46
1906-03-23,    2,    2,-6,   72
1906-03-24,    0,    0,9,   72
1906-03-25,   47,   13,-4,   41
1906-03-26,    0,    0,7,   31
1906-03-27,    0,    0,18,   62
1906-03-28,    0,    0,21,   41
1906-03-29,   10,    7,26,   72
1906-03-30,    1,    1,30,   57
1906-03-31,    2,    2,57,   51
1906-04-01,    0,    0,42,   46
1906-04-02,    0,    0,64,   46
1906-04-03,    0,    0,74,   51
1906-04-04,    0,    0,71,   67
1906-04-05,    0,    0,61,   51
1906-04-06,    0,    0,67,   31
1906-04-07,    0,    0,82,   41
1906-04-08,    0,    0,72,   51
1906-04-09,    0,    0,85,   62
1906-04-10,    0,    0,130,   57
1906-04-11,    0,    0,132,   41
1906-04-12,    0,    0,128,   31
1906-04-13,    2,    2,139,   41
1906-04-14,    0,    0,81,   72
1906-04-15,    0,    0,72,   46
1906-04-16,    0,    0,72,   26
1906-04-17,    0,    0,92,   36
1906-04-18,   87,   19,74,   87
1906-04-19,   13,    6,70,   67
1906-04-20,    0,    0,70,   67
1906-04-21,    0,    0,104,   72
1906-04-22,   27,    8,82,   57
1906-04-23,    9,    6,54,   57
1906-04-24,   34,   30,30,   41
1906-04-25,    1,    1,41,   31
1906-04-26,   21,    9,48,   46
1906-04-27,    0,    0,64,   62
1906-04-28,   67,   14,51,   67
1906-04-29,    5,    2,58,   46
1906-04-30,   29,   26,55,   36
1906-05-01,   69,    9,52,   46
1906-05-02,    4,    3,70,   46
1906-05-03,   37,   13,120,   67
1906-05-04,   64,   34,125,   36
1906-05-05,    0,    0,120,   26
1906-05-06,    0,    0,129,   31
1906-05-07,    0,    0,161,   41
1906-05-08,    0,    0,182,   41
1906-05-09,    0,    0,151,   41
1906-05-10,   70,   19,90,   41
1906-05-11,    0,    0,101,   26
1906-05-12,    0,    0,157,   41
1906-05-13,  157,  106,167,   46
1906-05-14,    0,    0,155,   62
1906-05-15,   94,   26,88,   72
1906-05-16,   18,   10,81,   36
1906-05-17,   10,    3,105,   26
1906-05-18,    3,    2,121,   21
1906-05-19,   28,    5,96,   51
1906-05-20,  133,   31,99,   67
1906-05-21,   27,    8,96,   57
1906-05-22,   11,    5,109,   26
1906-05-23,    0,    0,147,   51
1906-05-24,   89,   58,147,   51
1906-05-25,    5,    3,112,   36
1906-05-26,   15,    7,118,   46
1906-05-27,   51,   15,137,   46
1906-05-28,    3,    2,155,   57
1906-05-29,    0,    0,144,   51
1906-05-30,    0,    0,131,   51
1906-05-31,    0,    0,139,   41
1906-06-01,   32,   15,100,   46
1906-06-02,   14,   10,102,   51
1906-06-03,    9,    3,105,   67
1906-06-04,    8,    6,94,   67
1906-06-05,    0,    0,100,   46
1906-06-06,    0,    0,118,   36
1906-06-07,    0,    0,141,   36
1906-06-08,    0,    0,148,   46
1906-06-09,    0,    0,139,   51
1906-06-10,    0,    0,121,   57
1906-06-11,    0,    0,134,   57
1906-06-12,    0,    0,139,   46
1906-06-13,    0,    0,120,   57
1906-06-14,    0,    0,111,   67
1906-06-15,   77,   52,109,   36
1906-06-16,    2,    2,141,   26
1906-06-17,    8,    5,161,   26
1906-06-18,   57,   46,162,   36
1906-06-19,    0,    0,174,   41
1906-06-20,    0,    0,169,   31
1906-06-21,    0,    0,173,   36
1906-06-22,   65,   56,174,   31
1906-06-23,    0,    0,156,   26
1906-06-24,    1,    1,171,   36
1906-06-25,    0,    0,164,   57
1906-06-26,    0,    0,172,   46
1906-06-27,    0,    0,177,   36
1906-06-28,   36,   32,171,   36
1906-06-29,  164,   48,150,   62
1906-06-30,    3,    1,112,   41
1906-07-01,    3,    2,126,   31
1906-07-02,    0,    0,145,   46
1906-07-03,    0,    0,163,   46
1906-07-04,    0,    0,186,   57
1906-07-05,   37,   14,159,   41
1906-07-06,    0,    0,166,   41
1906-07-07,    0,    0,161,   21
1906-07-08,    0,    0,175,   31
1906-07-09,    0,    0,173,   41
1906-07-10,    0,    0,176,   36
1906-07-11,  361,  132,151,   51
1906-07-12,   48,   11,124,   67
1906-07-13,   32,   16,130,   36
1906-07-14,    0,    0,146,   41
1906-07-15,   20,    9,152,   62
1906-07-16,    0,    0,155,   62
1906-07-17,    0,    0,174,   51
1906-07-18,    0,    0,194,   31
1906-07-19,   56,   24,160,   41
1906-07-20,   19,   14,138,   51
1906-07-21,    0,    0,147,   41
1906-07-22,    1,    1,162,   36
1906-07-23,    0,    0,188,   26
1906-07-24,    7,    5,173,   36
1906-07-25,    0,    0,157,   46
1906-07-26,    0,    0,174,   46
1906-07-27,   16,   14,184,   26
1906-07-28,    0,    0,172,   26
1906-07-29,    0,    0,183,   26
1906-07-30,    0,    0,218,   41
1906-07-31,    8,    8,218,   41
1906-08-01,    0,    0,184,   31
1906-08-02,    0,    0,207,   46
1906-08-03,   29,   16,192,   57
1906-08-04,   84,   84,168,   57
1906-08-05,    2,    1,166,   41
1906-08-06,    0,    0,163,   36
1906-08-07,    0,    0,152,   31
1906-08-08,    0,    0,174,   26
1906-08-09,    0,    0,169,   57
1906-08-10,   11,    5,161,   36
1906-08-11,   44,   34,159,   51
1906-08-12,    0,    0,166,   26
1906-08-13,   21,   21,201,   51
1906-08-14,   76,   22,172,   26
1906-08-15,   71,   27,159,   46
1906-08-16,   19,   16,148,   57
1906-08-17,   79,   21,135,   51
1906-08-18,   27,    6,141,   46
1906-08-19,   10,    3,138,   51
1906-08-20,    0,    0,154,   62
1906-08-21,    4,    3,179,   36
1906-08-22,    0,    0,192,   31
1906-08-23,    0,    0,172,   41
1906-08-24,    0,    0,152,   31
1906-08-25,   82,   23,154,   87
