FactuurNummer,FactuurDatum,LeverancierID,KlantID,Verkoopcategorie,Subcategorie,Product,Bedrag
4163,15-2-2010,17,1371,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Pluizige katoenen handdoeken voor extra zachtheid,115.7
8764,15-2-2010,13,1960,Elektronica:,Smartphones,Apple iPhone 13 Pro met geavanceerde camera's,290.4
10771,15-2-2010,4,5917,Reizen en Toerisme:,Hotelaccommodaties,Boutique Hotelkamer in hartje Parijs,324.5
17910,15-2-2010,28,7686,Reizen en Toerisme:,Reisverzekeringen,Jaarlijkse Reisverzekering voor frequente reizigers,60.7
2649,16-2-2010,27,13498,Elektronica:,Tablets,Amazon Fire HD 10 voor betaalbare entertainment,481.5
17506,16-2-2010,29,3491,Kleding en Mode:,Hoeden,Klassieke fedora hoed van vilt,32.7
19521,16-2-2010,20,11518,Sport en Recreatie:,Sportschoenen,Adidas Ultraboost DNA Sneakers voor comfort en stijl,45.5
5752,17-2-2010,19,2445,Sport en Recreatie:,Sportschoenen,Under Armour Project Rock Trainingsschoenen met grip,44.7
8701,17-2-2010,12,6147,Boeken en Onderwijs:,Studieboeken,The Elements of Style door William Strunk Jr. en E.B. White,74.3
12460,17-2-2010,11,5106,Elektronica:,Slimme horloges,Fossil Gen 5 met stijlvol design en Wear OS,421.7
16157,17-2-2010,20,11600,Reizen en Toerisme:,Hotelaccommodaties,Villa met Zwembad in Bali voor tropische ontspanning,61.6
18914,17-2-2010,13,6914,Sport en Recreatie:,Sportkleding,Puma Running Shorts voor comfort en bewegingsvrijheid,85.6
16523,18-2-2010,30,13723,Auto en Transport:,Fietsen en scooters,Xiaomi Mi Electric Scooter voor stadsvervoer,356.9
16779,18-2-2010,19,180,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Shea Moisture Curl Enhancing Smoothie voor krullend haar,22.4
17973,18-2-2010,15,6251,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),NGK Bougies voor effici nte verbranding,77.5
6692,19-2-2010,19,3542,Elektronica:,Koptelefoons,Sony WH-1000XM4 met actieve ruisonderdrukking,341.5
9909,19-2-2010,26,1677,Kleding en Mode:,Broeken,Slim fit jeans met lichte wassing,42.5
11966,19-2-2010,25,9158,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Titleist Pro V1 Golfballen voor gevorderde golfers,25.9
8775,20-2-2010,16,9527,Voeding:,Drankjes (frisdrank, sap, water),Nestl  Pure Life Flessenwater,0.9
11888,20-2-2010,23,11281,Kleding en Mode:,Broeken,Legging met hoge taille en sportieve details,79.7
15853,20-2-2010,20,259,Sport en Recreatie:,Sportschoenen,Brooks Ghost 14 voor neutrale hardlopers,138.2
17528,20-2-2010,27,9015,Boeken en Onderwijs:,Studieboeken,The Elements of Style door William Strunk Jr. en E.B. White,78.2
2043,21-2-2010,21,12919,Schoonheids- en Verzorgingsproducten:,Make-up,Urban Decay Naked Eyeshadow Palette voor veelzijdige ooglooks,37.6
11260,21-2-2010,8,1430,Boeken en Onderwijs:,Schrijfwaren,Sharpie Permanent Markers voor diverse oppervlakken,15.9
12873,21-2-2010,17,12853,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Dyson V15 Detect Stofzuiger met geavanceerde sensoren,556.1
17956,21-2-2010,22,5710,Kleding en Mode:,Broeken,Legging met hoge taille en sportieve details,82.9
1349,22-2-2010,17,4701,Woondecoratie:,Beeldjes en ornamenten,Natuurstenen Boekensteunen voor functionele kunst,10.6
9789,22-2-2010,3,8294,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Aveeno Daily Moisturizing Body Lotion voor gevoelige huid,12.7
11594,22-2-2010,28,13404,Woondecoratie:,Schilderijen en wanddecoratie,Fotolijsten Set voor het tonen van dierbare herinneringen,165.5
12332,22-2-2010,1,4096,Auto en Transport:,Autowas- en reinigingsproducten,Stoner Invisible Glass Cleaner voor streepvrije ramen,7.9
13959,22-2-2010,4,5166,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Bath & Body Works Body Lotion met fruitige geuren,15.2
16580,22-2-2010,21,11954,Boeken en Onderwijs:,Schrijfwaren,Pilot G2 Gel Ink Pennen voor vloeiend schrijven,5.2
18050,22-2-2010,15,3991,Auto en Transport:,Fietsen en scooters,Xiaomi Mi Electric Scooter voor stadsvervoer,352.6
13189,23-2-2010,20,2980,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Luxe dekbedovertrekset met satijnen afwerking,109.1
5730,24-2-2010,18,1541,Boeken en Onderwijs:,Educatieve materialen,Khan Academy Online Cursussen voor zelfstudie,78.5
6412,24-2-2010,19,14255,Woondecoratie:,Schilderijen en wanddecoratie,Fotolijsten Set voor het tonen van dierbare herinneringen,163.3
9079,24-2-2010,3,9578,Elektronica:,Slimme horloges,Apple Watch Series 7 met groot scherm en gezondheidsfuncties,370.4
12935,24-2-2010,15,10361,Kleding en Mode:,Hoeden,Strooien hoed met brede rand,42.4
15017,24-2-2010,11,11898,Sport en Recreatie:,Fitnessapparatuur,Concept2 Model D Roeimachine voor cardio en spieropbouw,1763.2
3997,25-2-2010,22,14308,Reizen en Toerisme:,Reisverzekeringen,Jaarlijkse Reisverzekering voor frequente reizigers,62.2
15560,25-2-2010,12,8368,Boeken en Onderwijs:,Fictie en non-fictie boeken,Sapiens: A Brief History of Humankind door Yuval Noah Harari,9.9
20256,25-2-2010,17,12334,Kleding en Mode:,T-shirts,Oversized vintage T-shirt,16.4
13358,26-2-2010,23,7841,Woondecoratie:,Schilderijen en wanddecoratie,Houten Wandplank voor het presenteren van decoratieve items,100.9
15955,26-2-2010,21,11583,Sport en Recreatie:,Fietsen,Specialized Turbo Vado E-bike voor elektrische ondersteuning,490.9
17239,26-2-2010,27,13158,Boeken en Onderwijs:,Fictie en non-fictie boeken,The Alchemist door Paulo Coelho,12.7
19315,26-2-2010,29,4614,Elektronica:,Koptelefoons,JBL Free X draadloze in-ear oordopjes,330.4
3307,27-2-2010,23,4062,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),LG InstaView Koelkast met door-in-door functie,323.8
4329,27-2-2010,18,2994,Reizen en Toerisme:,Activiteiten en rondleidingen,Snorkelavontuur in het Great Barrier Reef, Australi ,76.1
4437,27-2-2010,4,11653,Boeken en Onderwijs:,Fictie en non-fictie boeken,Educated door Tara Westover,9.9
12455,27-2-2010,2,6509,Woondecoratie:,Kaarsen en geurverspreiders,Diptyque Baies Geurkaars met fruitige tonen,12.0
13042,28-2-2010,20,1970,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Wilson Blade Tennisracket voor precisie en kracht,63.2
17456,28-2-2010,10,13619,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Samsung EcoBubble Wasmachine met energiezuinige technologie,829.2
18038,28-2-2010,4,13875,Elektronica:,Slimme horloges,Samsung Galaxy Watch 4 met ECG-meting,629.0
3421,1-3-2010,18,1470,Reizen en Toerisme:,Reispakketten,Avontuurlijke Safari Reis door Kenia en Tanzania,2195.5
5248,1-3-2010,12,8026,Huishoudelijke Artikelen:,Sportkleding,Under Armour HeatGear T-shirt voor intensieve training,74.7
6716,1-3-2010,26,11612,Auto en Transport:,Fictie en non-fictie boeken,Educated door Tara Westover,10.7
9741,1-3-2010,5,4649,Elektronica:,Slimme horloges,Fitbit Versa 3 met fitness- en slaaptracking,665.9
8506,2-3-2010,10,5447,Voeding:,Verse producten (groenten, fruit, vlees, vis),Biologische appels van lokale boerderij,5.3
9114,2-3-2010,29,10468,Boeken en Onderwijs:,Schrijfwaren,Pilot G2 Gel Ink Pennen voor vloeiend schrijven,5.5
15837,2-3-2010,25,757,Schoonheids- en Verzorgingsproducten:,Make-up,"NARS Blush in de tint ""Orgasm"" voor een subtiele blos",23.9
15992,2-3-2010,4,2254,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Mobil 1 Full Synthetic Motorolie voor bescherming,57.0
2822,3-3-2010,15,11031,Elektronica:,Tablets,Apple iPad Pro met Liquid Retina-display,547.5
5261,3-3-2010,8,6304,Elektronica:,Smartphones,Google Pixel 6 met focus op fotografie,405.4
6844,3-3-2010,29,12642,Huishoudelijke Artikelen:,Sportkleding,Under Armour HeatGear T-shirt voor intensieve training,68.3
10198,4-3-2010,12,2918,Boeken en Onderwijs:,Fictie en non-fictie boeken,Sapiens: A Brief History of Humankind door Yuval Noah Harari,10.3
15907,4-3-2010,13,14498,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Dyson V15 Detect Stofzuiger met geavanceerde sensoren,526.8
18901,4-3-2010,9,4283,Reizen en Toerisme:,Hotelaccommodaties,Villa met Zwembad in Bali voor tropische ontspanning,60.0
20043,4-3-2010,22,4890,Woondecoratie:,Schilderijen en wanddecoratie,Houten Wandplank voor het presenteren van decoratieve items,100.9
5670,5-3-2010,13,3268,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Instant Pot Multicooker voor diverse maaltijden,1056.1
7560,5-3-2010,18,9944,Reizen en Toerisme:,Reisverzekeringen,Wereldwijde Dekking voor Verlies van Bagage,44.7
11630,5-3-2010,26,12610,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Babolat Pure Drive Junior Tennisracket voor jonge spelers,167.1
11880,5-3-2010,17,12538,Elektronica:,Smartphones,Samsung Galaxy S21 Ultra met groot AMOLED-scherm,618.6
14834,5-3-2010,10,6426,Boeken en Onderwijs:,E-books en audioboeken,Where the Crawdads Sing door Delia Owens (E-book),14.0
20693,5-3-2010,3,6957,Boeken en Onderwijs:,Schrijfwaren,Pilot G2 Gel Ink Pennen voor vloeiend schrijven,5.8
1538,6-3-2010,28,2697,Elektronica:,Koptelefoons,Bose QuietComfort 35 II voor comfortabel luisteren,153.1
12980,6-3-2010,26,5443,Voeding:,Verse producten (groenten, fruit, vlees, vis),Sappige mango's uit tropische regio,10.0
13101,6-3-2010,24,11192,Kleding en Mode:,T-shirts,Katoenen basic T-shirt,35.0
14911,6-3-2010,8,10739,Elektronica:,Koptelefoons,Sennheiser HD 660S met hoge geluidskwaliteit,202.5
2117,7-3-2010,14,9811,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),Febreze Car Vent Clip Luchtverfrisser voor frisse geur,14.5
10100,7-3-2010,7,5110,Reizen en Toerisme:,Reispakketten,Avontuurlijke Safari Reis door Kenia en Tanzania,2347.9
12163,8-3-2010,4,8609,Boeken en Onderwijs:,Fictie en non-fictie boeken,The Alchemist door Paulo Coelho,13.3
13536,8-3-2010,8,6462,Boeken en Onderwijs:,Studieboeken,Organic Chemistry door Paula Yurkanis Bruice,113.3
14360,8-3-2010,14,8368,Boeken en Onderwijs:,Schrijfwaren,Sharpie Permanent Markers voor diverse oppervlakken,15.7
16676,8-3-2010,15,5125,Boeken en Onderwijs:,E-books en audioboeken,The Subtle Art of Not Giving a F*ck door Mark Manson (Audioboek),8.0
16693,8-3-2010,1,6375,Sport en Recreatie:,Sportkleding,Reebok CrossFit Tanktop voor veelzijdige workouts,74.7
20596,8-3-2010,6,2157,Auto en Transport:,Fictie en non-fictie boeken,Educated door Tara Westover,10.0
2343,9-3-2010,23,961,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Moroccanoil Treatment voor glans en hydratatie,5.3
10457,9-3-2010,1,7657,Huishoudelijke Artikelen:,Sportkleding,Lululemon Athletica Yoga Broek met stretchstof,81.2
3066,10-3-2010,23,14483,Kleding en Mode:,Broeken,Corduroy broek met rechte pijpen,66.3
11004,10-3-2010,15,1626,Boeken en Onderwijs:,Schrijfwaren,Staedtler Triplus Fineliner Set voor nauwkeurige lijnen,4.5
11390,10-3-2010,6,11496,Sport en Recreatie:,Sportkleding,Nike Pro Leggings met vochtafvoerende eigenschappen,75.3
11592,10-3-2010,8,10680,Kleding en Mode:,Broeken,Legging met hoge taille en sportieve details,77.8
12072,10-3-2010,2,53,Woondecoratie:,Kussens en dekens,Gewatteerd Sierkussen voor extra comfort,71.9
19534,10-3-2010,28,2571,Sport en Recreatie:,Fietsen,Cannondale Quick Hybride Fiets voor stadsvervoer,954.3
19920,10-3-2010,19,6312,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Opvouwbare campingstoelen voor buitenactiviteiten,552.5
8572,11-3-2010,24,3517,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Mobil 1 Full Synthetic Motorolie voor bescherming,60.0
17642,11-3-2010,25,727,Kleding en Mode:,Schoenen,Wandelschoenen met waterdichte membranen,65.3
3154,12-3-2010,26,927,Elektronica:,Slimme horloges,Samsung Galaxy Watch 4 met ECG-meting,637.8
12028,12-3-2010,17,6605,Boeken en Onderwijs:,Educatieve materialen,Khan Academy Online Cursussen voor zelfstudie,80.5
12723,12-3-2010,7,4183,Boeken en Onderwijs:,E-books en audioboeken,Born a Crime door Trevor Noah (Audioboek),23.3
12902,12-3-2010,9,13902,Woondecoratie:,Schilderijen en wanddecoratie,Spiegel met Vintage Frame voor elegante uitstraling,73.5
17859,12-3-2010,2,1403,Elektronica:,Smartphones,OnePlus 9 Pro met snelle prestaties,679.5
20028,12-3-2010,26,1929,Kleding en Mode:,Jurken,Maxi-jurk met ruches en paisley-patroon,85.1
5568,14-3-2010,3,6392,Sport en Recreatie:,Sportkleding,Reebok CrossFit Tanktop voor veelzijdige workouts,70.9
5883,14-3-2010,24,5487,Woondecoratie:,Kaarsen en geurverspreiders,Aromatherapie Essenti le Oli n voor geurige ontspanning,11.5
9942,14-3-2010,4,6983,Woondecoratie:,Beeldjes en ornamenten,Keramische Beeldjes Set voor schattige decoratie,23.0
3470,15-3-2010,3,13517,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),Car Trash Can voor netheid en organisatie,16.8
7318,15-3-2010,19,11748,Voeding:,Drankjes (frisdrank, sap, water),Coca-Cola Frisdrank in blik,4.3
13474,15-3-2010,14,13876,Kleding en Mode:,Hoeden,Panamahoed met zwarte band,42.9
20882,15-3-2010,4,14716,Voeding:,Verse producten (groenten, fruit, vlees, vis),Verse zalmfilet voor gezonde maaltijden,5.6
6714,16-3-2010,18,10895,Woondecoratie:,Beeldjes en ornamenten,Kristallen Engelenbeeldje voor positieve energie,65.5
7937,16-3-2010,21,5497,Reizen en Toerisme:,Reispakketten,Wellness Retreat in Thaise Wellness Resort,2225.1
9095,16-3-2010,7,4646,Reizen en Toerisme:,Reisverzekeringen,Jaarlijkse Reisverzekering voor frequente reizigers,70.0
12927,16-3-2010,24,9342,Elektronica:,Slimme horloges,Apple Watch Series 7 met groot scherm en gezondheidsfuncties,350.9
14397,16-3-2010,21,5507,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Burt's Bees Beeswax Lip Balm voor zachte lippen,11.8
17477,16-3-2010,11,10704,Boeken en Onderwijs:,Studieboeken,Calculus: Early Transcendentals door James Stewart,87.7
18442,16-3-2010,2,7033,Voeding:,Verpakte snacks,Pringles Sour Cream & Onion Chips,7.7
3153,17-3-2010,14,2460,Elektronica:,Tablets,Samsung Galaxy Tab S7+ met S Pen,391.6
16429,17-3-2010,14,277,Kleding en Mode:,Jurken,Avondjurk met diepe halslijn en lovertjes,63.7
16882,17-3-2010,10,14777,Boeken en Onderwijs:,Studieboeken,Principles of Economics door N. Gregory Mankiw,29.8
19305,17-3-2010,5,6374,Reizen en Toerisme:,Reisverzekeringen,Annuleringsverzekering voor Flexibiliteit in Reisplannen,171.1
1115,18-3-2010,17,1608,Kleding en Mode:,Schoenen,Hoge hakken met enkelbandje,105.9
5686,18-3-2010,26,925,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Dove Deep Moisture Body Wash voor hydratatie,5.3
6423,18-3-2010,29,2657,Woondecoratie:,Kussens en dekens,Gebreide Deken met Grof Patroon voor textuur,62.4
6750,18-3-2010,23,2654,Woondecoratie:,Beeldjes en ornamenten,Natuurstenen Boekensteunen voor functionele kunst,10.2
6948,18-3-2010,4,13501,Elektronica:,Smartphones,Apple iPhone 13 Pro met geavanceerde camera's,275.5
8993,18-3-2010,26,6780,Kleding en Mode:,Broeken,Wijde palazzo-broek met bloemenpatroon,74.9
12254,18-3-2010,19,7388,Voeding:,Bakkerijproducten,Versgebakken stokbrood voor bij het diner,5.8
16367,18-3-2010,28,1738,Voeding:,Bakkerijproducten,Rijkelijke chocoladecroissants als ontbijttraktatie,7.0
6749,19-3-2010,26,13086,Voeding:,Drankjes (frisdrank, sap, water),Coca-Cola Frisdrank in blik,4.5
17073,19-3-2010,4,7157,Kleding en Mode:,Jurken,Cocktailjurk met sweetheart halslijn,58.5
17106,19-3-2010,1,3989,Voeding:,Drankjes (frisdrank, sap, water),Tropicana Apple Juice voor verfrissing,4.7
18109,19-3-2010,9,643,Auto en Transport:,Fictie en non-fictie boeken,Sapiens: A Brief History of Humankind door Yuval Noah Harari,10.3
5087,20-3-2010,7,12279,Auto en Transport:,Fictie en non-fictie boeken,Becoming door Michelle Obama,17.9
11996,20-3-2010,20,6048,Auto en Transport:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,22.8
12672,20-3-2010,9,3452,Reizen en Toerisme:,Reisverzekeringen,Jaarlijkse Reisverzekering voor frequente reizigers,70.0
13426,20-3-2010,12,8407,Reizen en Toerisme:,Reisverzekeringen,Jaarlijkse Reisverzekering voor frequente reizigers,63.8
1597,21-3-2010,10,6026,Woondecoratie:,Schilderijen en wanddecoratie,Houten Wandplank voor het presenteren van decoratieve items,107.9
9257,21-3-2010,9,6795,Sport en Recreatie:,Sportschoenen,Asics Gel-Kayano 28 voor stabiliteit en ondersteuning,134.9
12312,21-3-2010,9,13521,Schoonheids- en Verzorgingsproducten:,Parfums,Jo Malone London Wood Sage & Sea Salt voor frisse tonen,169.5
13809,21-3-2010,27,12283,Kleding en Mode:,T-shirts,Katoenen basic T-shirt,31.9
2302,22-3-2010,21,14432,Voeding:,Drankjes (frisdrank, sap, water),Nestl  Pure Life Flessenwater,0.9
7399,22-3-2010,27,8598,Sport en Recreatie:,Fietsen,BMX-fiets voor tricks en stunts,1066.8
7523,22-3-2010,28,9544,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,CeraVe Moisturizing Cream voor droge huid,20.6
7720,22-3-2010,2,11999,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),KitchenAid Food Processor voor hakken en mengen,131.8
8726,22-3-2010,10,13984,Reizen en Toerisme:,Vliegtickets,Premium Economy Vliegticket naar Tokyo,740.8
14901,22-3-2010,8,14813,Schoonheids- en Verzorgingsproducten:,Make-up,Maybelline Great Lash Mascara voor volle wimpers,28.4
17047,22-3-2010,23,14553,Schoonheids- en Verzorgingsproducten:,Parfums,Chanel No. 5 Eau de Parfum voor tijdloze elegantie,232.1
6226,24-3-2010,10,10439,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,L'Occitane Shea Butter Hand Cream voor verzorgde handen,12.7
8407,24-3-2010,17,1040,Voeding:,Verse producten (groenten, fruit, vlees, vis),Knapperige broccoli voor groene smoothies,16.4
11921,24-3-2010,23,11399,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Breville Barista Express Koffiezetapparaat voor espresso liefhebbers,179.9
18638,24-3-2010,7,5533,Reizen en Toerisme:,Reisverzekeringen,Single-Trip Reisverzekering voor Europese stedentrip,175.0
5244,25-3-2010,26,7004,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Memory Foam Kussen voor ergonomische ondersteuning,78.3
7518,25-3-2010,29,12621,Huishoudelijke Artikelen:,Sportkleding,Lululemon Athletica Yoga Broek met stretchstof,87.7
12727,25-3-2010,17,7919,Kleding en Mode:,Hoeden,Panamahoed met zwarte band,46.4
7266,26-3-2010,8,2937,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),WeatherTech DigitalFit Automatten voor bescherming,18.0
7845,26-3-2010,13,175,Kleding en Mode:,T-shirts,Grafisch bedrukt T-shirt met slogan,19.0
8397,26-3-2010,16,2358,Elektronica:,Laptops,Lenovo ThinkPad X1 Carbon voor zakelijke gebruikers,837.1
9762,26-3-2010,11,10847,Sport en Recreatie:,Sportkleding,Puma Running Shorts voor comfort en bewegingsvrijheid,90.0
12963,26-3-2010,22,6874,Auto en Transport:,Fietsen en scooters,Schwinn Discover Hybride Fiets voor comfortabel rijden,256.4
18249,26-3-2010,1,1676,Reizen en Toerisme:,Hotelaccommodaties,Boutique Hotelkamer in hartje Parijs,311.8
20577,26-3-2010,25,9316,Woondecoratie:,Kussens en dekens,Pluizige Decoratieve Kussens voor woonkamer,81.7
5678,27-3-2010,3,725,Sport en Recreatie:,Sportkleding,Puma Running Shorts voor comfort en bewegingsvrijheid,92.4
7180,27-3-2010,8,3982,Elektronica:,Slimme horloges,Samsung Galaxy Watch 4 met ECG-meting,588.7
9655,27-3-2010,25,12061,Elektronica:,Koptelefoons,Sony WH-1000XM4 met actieve ruisonderdrukking,337.3
14797,27-3-2010,7,10880,Elektronica:,Tablets,Microsoft Surface Pro 7 met optioneel toetsenbord,555.3
18580,27-3-2010,10,7572,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Moderne fauteuil met minimalistisch ontwerp,1251.6
3155,28-3-2010,12,7527,Voeding:,Drankjes (frisdrank, sap, water),Vers Geperst Sinaasappelsap voor een vitamineboost,3.6
